cui,type,name
C0061780,enzy,GMP synthase
C0080125,enzy,Catalytic RNA
C0205775,enzy,GTP Cyclohydrolase I
C0540193,enzy,"DNA, Catalytic"
C0544422,enzy,Lipolytic enzyme
C0596529,enzy,enzyme substrate complex
C0913626,enzy,Procaspase-8
C0963365,enzy,hairpin ribozyme
C0966504,enzy,hammerhead ribozyme
C1313359,enzy,"oxoguanine glycosylase 1, human"
C1529740,enzy,Protollin
C2350386,enzy,Alloenzymes
C3841721,enzy,Xbal
C4520828,enzy,carboxylases
