cui,type,name
C0002184,mamm,Alouatta
C0002186,mamm,Vicugna pacos
C0003146,mamm,Subfamily Antilopinae (organism)
C0003518,mamm,"Night Monkey, Northern"
C0003588,mamm,Apodemus
C0003923,mamm,Artiodactyla
C0004146,mamm,Ateles sp.
C0004897,mamm,Ursidae Family
C0006352,mamm,Buffaloes
C0006763,mamm,Callitrichinae
C0006764,mamm,Callithrix
C0006765,mamm,Callithrix jacchus jacchus
C0006799,mamm,"Camelids, New World"
C0006801,mamm,Camels
C0007450,mamm,Felis catus
C0007452,mamm,Cattle
C0007524,mamm,Cebidae
C0007526,mamm,Capuchin Monkey
C0007752,mamm,Cercopithecidae
C0007753,mamm,Cercopithecus
C0007896,mamm,Cetacea
C0007970,mamm,Cheetahs
C0008111,mamm,Pan troglodytes
C0008119,mamm,Chinchilla<genus>
C0008139,mamm,Chiroptera
C0008936,mamm,Genus Clethrionomys
C0009365,mamm,Colobus Genus
C0010318,mamm,Arvicolinae
C0011133,mamm,Deer (mammal)
C0012570,mamm,Genus Dipodomys
C0012984,mamm,Canis familiaris
C0013005,mamm,Dolphins - mammal
C0013127,mamm,Camelus dromedarius
C0013500,mamm,Spiny Anteater
C0013612,mamm,Xenarthra
C0013885,mamm,Elephants
C0014763,mamm,Erythrocebus patas
C0015859,mamm,Ferrets
C0016633,mamm,Foxes
C0017461,mamm,Gerbillinae
C0017462,mamm,Gerbils
C0018019,mamm,Capra hircus
C0018090,mamm,Gorilla <Western Gorilla>
C0018314,mamm,Guanacos
C0018555,mamm,Chinese Hamster
C0018557,mamm,Hamsters
C0018561,mamm,Mesocricetus auratus
C0018866,mamm,Erinaceidae
C0019874,mamm,Hominidae
C0019944,mamm,Equus caballus
C0020410,mamm,Hylobates Genus
C0021584,mamm,Insectivora
C0022962,mamm,Lagomorpha
C0022964,mamm,Lagothrix
C0023019,mamm,Presbytis
C0023296,mamm,Lemurs
C0023334,mamm,Leontopithecus
C0023335,mamm,Leopard
C0023756,mamm,Panthera leo
C0023919,mamm,Llamas
C0024398,mamm,Macaca
C0024399,mamm,Macaca fascicularis
C0024400,mamm,Macaca mulatta
C0024401,mamm,Macaca nemestrina
C0024402,mamm,Macaca radiata
C0024834,mamm,"Marmoset, Cotton-Top"
C0024838,mamm,Marmota
C0024852,mamm,Superorder Marsupalia (organism)
C0024905,mamm,Mastomys
C0025914,mamm,House mice
C0025915,mamm,"Mice, Deer"
C0025918,mamm,"Mice, Inbred AKR"
C0025919,mamm,"Mice, Inbred BALB C"
C0025920,mamm,"Mice, Inbred C3H"
C0025921,mamm,"Mice, Inbred C57BL"
C0025922,mamm,"Mice, Inbred CBA"
C0025923,mamm,"Mice, Inbred DBA"
C0025924,mamm,"Mice, Hairless"
C0025925,mamm,"Mice, Inbred ICR"
C0025926,mamm,"Mice, Inbred NZB"
C0025927,mamm,"Mice, Inbred Strains"
C0025929,mamm,Laboratory mice
C0025932,mamm,"Mice, Nude"
C0025933,mamm,"Mice, Obese"
C0025936,mamm,"Mice, Transgenic"
C0025937,mamm,"Mice, White-Footed"
C0025956,mamm,Microcebus
C0026179,mamm,Mink
C0026413,mamm,Herpestidae
C0026438,mamm,Cercopithecus aethiops
C0026447,mamm,Monkeys
C0026503,mamm,Monotremata
C0026779,mamm,Mummies
C0026802,mamm,Muridae
C0026809,mamm,Mus
C0028728,mamm,"Loris, Slow"
C0028828,mamm,Octodon
C0029115,mamm,Didelphidae
C0029903,mamm,Otter (organism)
C0030362,mamm,Papio
C0031132,mamm,Perissodactyla
C0031171,mamm,Peromyscus
C0031944,mamm,Pinnipedia
C0032212,mamm,Ornithorhynchus anatinus
C0032636,mamm,Pongidae
C0032638,mamm,Pongo pygmaeus
C0032696,mamm,Porcupines
C0032713,mamm,Porpoises
C0032898,mamm,Prairie Dogs
C0033147,mamm,Primates
C0033517,mamm,Strepsirhini
C0034499,mamm,Raccoon Dogs
C0034500,mamm,Raccoons
C0034693,mamm,Rattus norvegicus
C0034695,mamm,"Rats, Cotton"
C0034699,mamm,"Rats, Inbred BB"
C0034700,mamm,"Rats, Inbred BN"
C0034703,mamm,"Rats, Inbred F344"
C0034704,mamm,"Rats, Inbred Lew"
C0034705,mamm,"Rats, Inbred SHR"
C0034706,mamm,"Rats, Inbred Strains"
C0034707,mamm,"Rats, Inbred WF"
C0034709,mamm,"Rats, Inbred WKY"
C0034713,mamm,"Rats, Nude"
C0034715,mamm,"Rats, Sprague-Dawley"
C0034716,mamm,"Rats, Wistar"
C0034719,mamm,"Rats, Zucker"
C0034721,mamm,Rattus
C0035005,mamm,Reindeer
C0035804,mamm,Rodent
C0035950,mamm,Ruminants
C0036055,mamm,Genus Saimiri
C0036486,mamm,Sea Lion
C0036492,mamm,Seals (Animal)
C0036945,mamm,Sheep
C0037016,mamm,Shrews
C0037306,mamm,Mephitidae
C0037877,mamm,Susliks
C0039005,mamm,Family suidae
C0039827,mamm,Gelada
C0041389,mamm,Tupaia
C0041390,mamm,Tupaiidae
C0042947,mamm,Microtus
C0043018,mamm,Wallabies
C0043023,mamm,Odobenidae
C0043219,mamm,Woodchucks
C0079024,mamm,Bison
C0079507,mamm,Sigmodontinae
C0079851,mamm,Cercopithecus tantalus
C0080332,mamm,Water Buffalo
C0080350,mamm,Cricetidae
C0085112,mamm,SCID Mice
C0085211,mamm,Night Monkey
C0085226,mamm,Cercocebus
C0085227,mamm,Cercocebus atys
C0085243,mamm,"Mice, Inbred NOD"
C0085979,mamm,Cavia
C0086861,mamm,Prosimii
C0086893,mamm,"Rats, Laboratory"
C0086962,mamm,"Mouse, SCID-hu"
C0086979,mamm,Siamang
C0162403,mamm,Nycticebus
C0162416,mamm,"Mouse, Swiss"
C0175907,mamm,Hyaena
C0175925,mamm,Cattle for milk production
C0178448,mamm,Pongo
C0178727,mamm,Laboratory rabbit
C0205802,mamm,Celebes-crested macaque
C0206535,mamm,"Mice, Inbred mdx"
C0206610,mamm,"Mice, Inbred CFTR"
C0206745,mamm,"Mice, Knockout"
C0230956,mamm,Eutheria
C0237798,mamm,Nonhuman primate
C0242372,mamm,Hares (mammal)
C0242413,mamm,Monodelphis
C0242881,mamm,Muntiacus
C0259878,mamm,Mustela nigripes
C0324069,mamm,Holstein-Friesian cattle
C0324070,mamm,Jersey cattle
C0324145,mamm,Equus asinus
C0324146,mamm,Equus asinus (male) X Equus caballus (female) intragenus hybrid
C0324150,mamm,American miniature horse
C0324155,mamm,Andalusian horse
C0324157,mamm,Arabian horse
C0324180,mamm,Pony
C0324182,mamm,Shetland pony
C0324183,mamm,Quarter horse
C0324186,mamm,Standardbred horse
C0324255,mamm,Landrace pig
C0324258,mamm,Danish landrace pig
C0324259,mamm,Dutch landrace pig
C0324266,mamm,Large white pig
C0324284,mamm,Pietrain pig
C0324292,mamm,Yorkshire pig
C0324295,mamm,Hound
C0324296,mamm,Terrier
C0324298,mamm,Afghan hound
C0324301,mamm,Alaskan malamute
C0324306,mamm,Beagle
C0324311,mamm,Belgian sheepdog
C0324313,mamm,Bernese mountain dog
C0324316,mamm,Border terrier
C0324318,mamm,Boston terrier
C0324320,mamm,Boxer dog
C0324322,mamm,Bull terrier
C0324323,mamm,American pit bull terrier
C0324327,mamm,Bulldog
C0324330,mamm,Cavalier King Charles spaniel
C0324331,mamm,Chihuahua superbreed (organism)
C0324335,mamm,Chow Chow
C0324336,mamm,Collie
C0324348,mamm,Dachshund
C0324358,mamm,Doberman pinscher
C0324371,mamm,Foxhound
C0324372,mamm,French bulldog
C0324373,mamm,German shepherd dog
C0324375,mamm,Great Pyrenee dog
C0324376,mamm,Greyhound
C0324382,mamm,Irish wolfhound
C0324415,mamm,German shorthaired pointer
C0324417,mamm,Pomeranian dog
C0324419,mamm,Toy poodle
C0324420,mamm,Miniature poodle
C0324421,mamm,Standard poodle
C0324424,mamm,Pug dog
C0324426,mamm,Retriever
C0324429,mamm,Flat-coated retriever
C0324430,mamm,Golden retriever
C0324431,mamm,Labrador retriever
C0324432,mamm,Nova Scotia duck tolling retriever
C0324439,mamm,Miniature schnauzer
C0324441,mamm,Standard schnauzer
C0324442,mamm,Scottish terrier
C0324448,mamm,Shetland sheepdog
C0324449,mamm,Shih tzu dog
C0324454,mamm,Spaniel
C0324458,mamm,American cocker spaniel
C0324462,mamm,English Springer spaniel
C0324468,mamm,English cocker spaniel
C0324476,mamm,Weimaraner
C0324477,mamm,Welsh terrier
C0324481,mamm,West Highland white terrier
C0324483,mamm,Yorkshire terrier
C0324488,mamm,Birman cat
C0324491,mamm,Burmese cat
C0324500,mamm,Maine coon cat
C0324504,mamm,Persian cat
C0324508,mamm,Russian blue cat
C0324509,mamm,Scottish fold cat
C0324512,mamm,Domestic shorthaired cat
C0324516,mamm,Singapura cat
C0324517,mamm,Somali cat
C0324536,mamm,Lewis rat
C0324546,mamm,New Zealand Red rabbit
C0324547,mamm,New Zealand Rabbits
C0324662,mamm,"Non-domestic mammal, NOS"
C0324676,mamm,Genus Marmosa
C0324681,mamm,Thylacine
