cui,type,name
C0324682,mamm,Sarcophilus harrisii
C0324689,mamm,Trichosurus
C0324713,mamm,Potoroidae
C0324717,mamm,Phascolarctos cinereus
C0324730,mamm,European hedgehog
C0324739,mamm,Short-tailed shrew
C0324740,mamm,Talpidae
C0324741,mamm,Scalopus aquaticus
C0324747,mamm,Family Vespertilionidae
C0324748,mamm,"North American bat, NOS"
C0324749,mamm,Genus Myotis
C0324750,mamm,Pipistrellus subflavus
C0324751,mamm,Eptesicus fuscus
C0324754,mamm,Antrozous pallidus
C0324756,mamm,Family Molossidae
C0324760,mamm,Family Phyllostomidae
C0324763,mamm,Family Rhinolophidae
C0324765,mamm,Desmodus rotundus
C0324768,mamm,Family Pteropodidae
C0324769,mamm,Old World fruit bat
C0324779,mamm,Lemur catta
C0324799,mamm,Brachyteles arachnoides
C0324814,mamm,Mandrillus sphinx
C0324815,mamm,Drill baboon
C0324818,mamm,Papio cynocephalus
C0324819,mamm,Papio anubis
C0324820,mamm,Papio hamadryas
C0324826,mamm,Nasalis larvatus
C0324839,mamm,Cercopithecus nictitans
C0324844,mamm,Cercopithecus neglectus
C0324852,mamm,Hylobates agilis
C0324853,mamm,Hylobates lar
C0324855,mamm,Pan paniscus
C0324856,mamm,Gorilla <Eastern Gorilla>
C0324857,mamm,Gorilla gorilla gorilla
C0324875,mamm,Family Dasypodidae
C0324877,mamm,Nine-banded armadillo
C0324878,mamm,Pholidota
C0324887,mamm,Wild rabbit
C0324888,mamm,Sylvilagus
C0324889,mamm,Old World rabbit
C0324891,mamm,Ochotona
C0324892,mamm,Rocky Mountain pika
C0324908,mamm,Sciurus carolinensis
C0324914,mamm,Dipodomys ordii
C0324927,mamm,Bamboo rat
C0324939,mamm,Meriones unguiculatus
C0324941,mamm,Cricetomys emini
C0324975,mamm,Dolichotis patagonum (organism)
C0324976,mamm,Hydrochoerus hydrochaeris
C0324996,mamm,Wild dog
C0324997,mamm,Lycaon pictus
C0325001,mamm,Wolves
C0325003,mamm,Maned Wolf
C0325005,mamm,Coyotes
C0325006,mamm,Wild fox
C0325008,mamm,Otocyon megalotis
C0325009,mamm,Cerdocyon thous
C0325013,mamm,Vulpes vulpes
C0325015,mamm,Jackals
C0325019,mamm,Ursus americanus
C0325021,mamm,Grizzly Bears
C0325022,mamm,Helarctos malayanus
C0325023,mamm,Polar Bears
C0325026,mamm,Procyonidae
C0325031,mamm,Ailurus fulgens
C0325032,mamm,"Pandas, Giant"
C0325034,mamm,Mustelidae
C0325038,mamm,Wild mink
C0325039,mamm,American Mink
C0325040,mamm,Mustela lutreola
C0325043,mamm,Melogale
C0325044,mamm,Martes
C0325045,mamm,Martes pennanti
C0325046,mamm,Sables
C0325047,mamm,Tayra
C0325049,mamm,Gulo gulo
C0325051,mamm,Badgers
C0325052,mamm,Meles meles
C0325053,mamm,Taxidea taxus
C0325068,mamm,Arctictis binturong
C0325069,mamm,"Palm civet, NOS"
C0325072,mamm,Paguma larvata
C0325074,mamm,Genets
C0325079,mamm,Cryptoprocta ferox
C0325084,mamm,Crocuta crocuta
C0325089,mamm,Family Felidae
C0325090,mamm,Felis silvestris
C0325094,mamm,Prionailurus bengalensis
C0325098,mamm,Felis manul
C0325102,mamm,Bobcats
C0325108,mamm,Panthers
C0325111,mamm,Puma yagouaroundi
C0325112,mamm,Jaguars
C0325113,mamm,Snow Leopards
C0325114,mamm,"Leopards, Clouded"
C0325115,mamm,Tigers
C0325117,mamm,Otariidae
C0325120,mamm,Zalophus califonianus
C0325125,mamm,Phocidae
C0325126,mamm,"Seal, Harbor"
C0325134,mamm,Ziphiidae
C0325141,mamm,Tursiops
C0325146,mamm,Order Sirenia (organism)
C0325148,mamm,Trichechus
C0325155,mamm,Asiatic Elephants
C0325156,mamm,Loxodonta africana
C0325162,mamm,UNGULATES - HOOFED MAMMALS
C0325174,mamm,Zebras
C0325179,mamm,Tapiridae
C0325187,mamm,Ceratotherium simum
C0325192,mamm,Warthogs
C0325195,mamm,Peccary (organism)
C0325202,mamm,Camelidae
C0325203,mamm,Camelus bactrianus
C0325205,mamm,Vicugna vicugna
C0325216,mamm,Odocoileus hemionus
C0325219,mamm,Capreolus capreolus
C0325222,mamm,Cervus nippon
C0325224,mamm,Odocoileus virginianus
C0325228,mamm,Cervus elaphus
C0325230,mamm,Giraffes
C0325237,mamm,Tragelaphus strepsiceros
C0325240,mamm,Tragelaphus scriptus
C0325253,mamm,Bos grunniens
C0325254,mamm,Syncerus caffer
C0325260,mamm,Subfamily Cephalophinae (organism)
C0325268,mamm,Kobus ellipsiprymnus
C0325273,mamm,Hippotragus niger
C0325277,mamm,Oryx
C0325282,mamm,Oryx gazella
C0325283,mamm,Addax nasomaculatus
C0325288,mamm,Wildebeest
C0325313,mamm,Budorcas taxicolor
C0325314,mamm,Ovibos moschatus (organism)
C0524515,mamm,Family canidae
C0524516,mamm,Canis
C0524519,mamm,Hyaenidae
C0524521,mamm,Panthera
C0524523,mamm,Civets
C0524576,mamm,Striped Dolphin
C0524577,mamm,White-Beaked Dolphins
C0524654,mamm,Helogale
C0524717,mamm,Striped Skunks
C0524753,mamm,Monodon
C0524809,mamm,Mole Rats
C0598068,mamm,laboratory cat
C0598108,mamm,Cercopithecus mitis
C0598112,mamm,Colobus guereza
C0598114,mamm,vervet
C0598817,mamm,Talpa europaea
C0599885,mamm,marine Mammalia
C0600632,mamm,Trichechus manatus
C0682511,mamm,Rattus rattus
C0684072,mamm,albino rat
C0684073,mamm,albino mice
C0684075,mamm,Adult female pig having farrowed
C0686895,mamm,Clethrionomys glariolus
C0869010,mamm,Young dog
C0887915,mamm,Rousettus
C0936022,mamm,Myotis lucifugus
C0936241,mamm,Genus Pteropus
C0939793,mamm,Female dog
C0993562,mamm,Lynx lynx
C0993564,mamm,Acinonyx jubatus
C0993570,mamm,Addax
C0993590,mamm,Urocyon cinereoargenteus
C0995158,mamm,Orcinus orca
C0999409,mamm,Thylacinus
C0999413,mamm,Antechinus
C0999433,mamm,Macropus eugenii
C0999441,mamm,Trichosurus vulpecula
C0999451,mamm,Erinaceus europaeus
C0999460,mamm,Suncus murinus
C0999464,mamm,Tupaia glis
C0999465,mamm,Cynopterus
C0999466,mamm,Cynopterus sphinx
C0999467,mamm,Pteropus alecto
C0999468,mamm,Pteropus poliocephalus
C0999470,mamm,Pteropus hypomelanus
C0999471,mamm,Rousettus egyptiacus
C0999472,mamm,Rousettus leschenaultii
C0999476,mamm,Megaderma lyra
C0999478,mamm,Artibeus
C0999479,mamm,Artibeus jamaicensis
C0999490,mamm,Miniopterus schreibersii
C0999492,mamm,Tadarida brasiliensis (organism)
C0999503,mamm,Saguinus mystax
C0999507,mamm,Alouatta caraya
C0999511,mamm,Ateles geoffroyi
C0999514,mamm,Cebus apella
C0999515,mamm,Cebus capucinus
C0999516,mamm,Lagothrix lagotricha
C0999523,mamm,Bay colobus
C0999543,mamm,Nasua nasua
C0999544,mamm,Procyon lotor
C0999545,mamm,Lutra lutra
C0999546,mamm,Martes foina
C0999554,mamm,Herpestes ichneumon
C0999562,mamm,Pusa hispida
C0999570,mamm,Tursiops truncatus
C0999593,mamm,Lama
C0999627,mamm,Manis javanica
C0999629,mamm,Leporidae
C0999631,mamm,Lepus europaeus (organism)
C0999654,mamm,Arvicola terrestris
C0999672,mamm,Cricetomys gambianus
C0999674,mamm,Mus caroli
C0999678,mamm,Mus cervicolor
C0999687,mamm,Mastomys natalensis
C0999689,mamm,Rattus leucopus
C0999696,mamm,Apodemus sylvaticus
C0999699,mamm,Cavia porcellus
C0999710,mamm,Octodon degus
C0999722,mamm,Bathyergus suillus
C0999724,mamm,Cryptomys hottentotus
C0999728,mamm,Heterocephalus glaber
C1000793,mamm,Monodelphis domestica
C1001602,mamm,Molossus
C1001603,mamm,Molossus molossus
C1001608,mamm,Nyctinomops laticaudatus
C1001612,mamm,Artibeus lituratus
C1001625,mamm,Sturnira lilium
C1001637,mamm,Plecotus rafinesquii
C1001640,mamm,Saimiri boliviensis
C1002434,mamm,Martes martes
C1002449,mamm,Microtus agrestis
C1002453,mamm,Akodon olivaceus
C1002460,mamm,Genus Calomys
C1003273,mamm,Ovis ammon
C1003286,mamm,Megachiroptera
C1003301,mamm,Microcebus murinus
C1003303,mamm,Otolemur garnettii
C1004209,mamm,Canis simensis
C1005324,mamm,Chinchilla lanigera
C1005328,mamm,Erethizon dorsatum
C1005345,mamm,Enhydra lutris
C1006141,mamm,Cercopithecus ascanius
C1006449,mamm,Sorex cinereus
C1006575,mamm,Oligoryzomys nigripes
C1006756,mamm,Aotus nancymaae
C1006789,mamm,Tupaia belangeri
C1007927,mamm,Apodemus agrarius
C1007965,mamm,Phoca largha
C1007978,mamm,Murinae
C1008729,mamm,Artibeus planirostris
C1008731,mamm,Carollia
C1008732,mamm,Carollia perspicillata
C1009491,mamm,Phacochoerus africanus
C1010036,mamm,Sorex araneus
C1010578,mamm,Spermophilus tridecemlineatus
C1012000,mamm,Cynomys gunnisoni
C1013156,mamm,Microtus arvalis
C1013687,mamm,Neacomys spinosus
C1013690,mamm,Oligoryzomys microtis
C1013732,mamm,Brachylagus idahoensis
C1015901,mamm,Myotis myotis
C1015903,mamm,Nyctalus noctula
C1017271,mamm,Rhizomys pruinosus
C1019287,mamm,Calomys laucha
C1019292,mamm,Neotoma lepida
C1019370,mamm,Peromyscus boylii
C1020096,mamm,Callithrix penicillata
C1020565,mamm,Rhinolophidae
C1020570,mamm,Cynopterus brachyotis
C1020573,mamm,Eonycteris spelaea
C1020575,mamm,Hipposideros
C1020578,mamm,Myonycteris angolensis
C1020589,mamm,Rousettus amplexicaudatus
C1021533,mamm,Eptesicus serotinus
C1021543,mamm,Nyctalus lasiopterus
C1021546,mamm,Nycteris thebaica
C1021551,mamm,Pipistrellus kuhlii
C1021553,mamm,Pipistrellus pipistrellus
C1021555,mamm,Pteronotus parnellii
C1021556,mamm,Rhinolophus affinis
C1021557,mamm,Rhinolophus clivosus
C1021558,mamm,Rhinolophus ferrumequinum
C1021583,mamm,Genus Alcelaphus (organism)
C1022939,mamm,Pygathrix bieti
C1022940,mamm,Pygathrix roxellana
C1023081,mamm,Hylobates leucogenys
C1023088,mamm,Plecotus auritus
C1023804,mamm,Sorex monticolus
C1024893,mamm,Microtus oeconomus
C1030281,mamm,Dipus sagitta
C1032436,mamm,Eidolon helvum
C1032440,mamm,Rhinolophus hipposideros
C1032454,mamm,Micropteropus pusillus
C1032460,mamm,Myonycteris torquata
C1033931,mamm,Microtus ochrogaster
C1034177,mamm,Capra pyrenaica
C1035474,mamm,Genus Eothenomys
C1039548,mamm,Holochilus sciureus
C1039658,mamm,Sigmodon fulviventer
C1039893,mamm,Phyllostomus discolor
C1041986,mamm,Marmota himalayana
C1042562,mamm,Pteropus scapulatus
C1042619,mamm,Genetta genetta
C1043143,mamm,Pteronotus davyi
C1043146,mamm,Mystacinidae
C1043147,mamm,Mystacina tuberculata
C1045313,mamm,Myotis daubentonii
C1046501,mamm,Microtus fortis
C1046502,mamm,Microtus gregalis
C1048841,mamm,Pipistrellus abramus
C1049398,mamm,Urotrichus talpoides
C1049404,mamm,Akodon montensis
C1051446,mamm,Crocidura leucodon
C1051449,mamm,Myotis mystacinus
C1051450,mamm,Myotis emarginatus
C1051451,mamm,Myotis nattereri
C1051452,mamm,Myotis blythii
C1052306,mamm,Neoromicia capensis
C1052309,mamm,Hipposideros commersoni
C1060081,mamm,Molossus rufus
C1061513,mamm,Anourosorex squamipes
C1062368,mamm,Apodemus chevrieri
C1064339,mamm,Pteropus vampyrus
C1066361,mamm,Oligoryzomys longicaudatus
C1069461,mamm,Pteropus giganteus
C1069465,mamm,Condylura cristata
C1069700,mamm,Chalinolobus tuberculatus
C1069863,mamm,Peromyscus crinitus
C1070653,mamm,Puma <Felidae>
C1073196,mamm,Euderma maculatum
C1073202,mamm,Scotophilus kuhlii
C1076127,mamm,Myotis dasycneme
C1076130,mamm,Myotis keaysi
C1076137,mamm,Myotis volans
C1076139,mamm,Myotis yumanensis
C1079201,mamm,Crocidura lasiura
C1081199,mamm,Genus Akodon
C1081200,mamm,Cricetomys
C1081553,mamm,Genus Oligoryzomys
C1081646,mamm,Suborder Microchiroptera
C1082821,mamm,Cynomys ludovicianus
C1084040,mamm,Eidolon dupreanum
C1086889,mamm,Rhinolophus sinicus
C1087434,mamm,Mystacina
C1091555,mamm,Diaemus youngi
C1093941,mamm,Mastomys sp.
C1093949,mamm,Paradoxurus
C1094760,mamm,Myotis brandtii
C1095815,mamm,Ondatra zibethicus
C1095823,mamm,Physeter catodon
C1095834,mamm,Phocoena phocoena
C1123019,mamm,Domestic Sheep
C1135182,mamm,Platyrrhini
C1135183,mamm,Sus scrofa
C1135593,mamm,Viverridae
C1136004,mamm,Bos indicus
C1136016,mamm,Sus scrofa domestica
C1140552,mamm,Delphinapterus leucas
C1140701,mamm,Bos taurus
C1187507,mamm,Rhinolophus megaphyllus
C1188224,mamm,Hypsugo savii
C1196051,mamm,Pteropus lylei
C1201573,mamm,Hipposideros larvatus
C1207381,mamm,Neurotrichus gibbsii
C1210683,mamm,Hipposideros armiger
C1210687,mamm,Hipposideridae
C1210693,mamm,Taphozous melanopogon
C1210697,mamm,Miniopterus fuliginosus
C1210704,mamm,Myotis macrodactylus
C1210707,mamm,Murina leucogaster
C1210711,mamm,Murina ussuriensis
C1211977,mamm,Aselliscus
C1211978,mamm,Aselliscus stoliczkanus
C1214498,mamm,Lynx pardinus
C1217456,mamm,Oxymycterus judex
C1217630,mamm,Rhinolophus cornutus
C1218105,mamm,Rhinolophus macrotis
C1221726,mamm,Callicebus cupreus
C1222895,mamm,Melogale moschata
C1233849,mamm,Sciurus variegatoides
C1260942,mamm,Genus Macrotus
C1263339,mamm,Papio papio
C1265468,mamm,Genus Epomophorus
C1265469,mamm,Rhinolophus
C1265477,mamm,Callicebus
C1265498,mamm,Cuniculus
C1265524,mamm,Puma concolor
C1265541,mamm,Bison bison X Bos taurus indicus X Bos taurus taurus
C1265545,mamm,Family Bovidae
C1269316,mamm,Mixed breed dog
C1269334,mamm,Norwegian Forest cat
C1269394,mamm,Netherland Dwarf rabbit
C1270114,mamm,Uncia
C1270179,mamm,Feliformia
C1270261,mamm,Tapirus
C1270297,mamm,Subfamily Lutrinae (organism)
C1270397,mamm,Family Moschidae
C1270782,mamm,Dasyuromorphia
C1270785,mamm,Didelphimorphia
C1271357,mamm,Genus Taphozous
C1271453,mamm,Genus Miniopterus
C1271525,mamm,Genus Eonycteris
C1271532,mamm,Subfamily Kerivoulinae
C1296091,mamm,Barbari goat
C1296543,mamm,Vietnamese pig
C1296572,mamm,Meishan pig
C1296581,mamm,Casertana pig
C1296644,mamm,Co pig
C1296678,mamm,English Bulldog
C1296786,mamm,Dutch Shepherd dog
C1296801,mamm,Greater Swiss Mountain Dog
C1296870,mamm,Shiba Inu dog
C1296872,mamm,Shar-pei dog
C1297007,mamm,Soay sheep
C1297268,mamm,Friesian horse
C1297409,mamm,N'dama cattle
C1297410,mamm,Norwegian Red cattle
C1297596,mamm,Japanese Black cattle
C1300203,mamm,Genus Homo
C1300219,mamm,Genus Eidolon
C1300246,mamm,Brachyteles
C1300419,mamm,Genus Crocidura
C1300433,mamm,Genus Suncus
C1321458,mamm,I pig
C1328905,mamm,humanized SCID mouse
C1384608,mamm,Odobenus rosmarus
C1444154,mamm,Panthera tigris tigris
C1449550,mamm,Florida Panther
C1449838,mamm,Potorous tridactylus
C1460710,mamm,Pusa caspica
C1460842,mamm,Helogale parvula
C1468518,mamm,Tupaia chinensis
C1468799,mamm,Pipistrellus pygmaeus
C1470282,mamm,Rhinolophus alcyone
C1482139,mamm,Zygodontomys brevicauda
C1483601,mamm,Myotis ricketti
C1483603,mamm,Myotis goudoti
C1485209,mamm,Oligoryzomys fulvescens
C1485694,mamm,Miniopterus inflatus
C1487094,mamm,Myotis chinensis
C1487095,mamm,Myotis davidii
C1487096,mamm,Myotis formosus
C1496394,mamm,Myotis evotis
C1496969,mamm,Mops condylurus
C1497012,mamm,Miniopterus pusillus
C1497037,mamm,Tylonycteris pachypus
C1499458,mamm,Cercopithecus wolfi
C1504085,mamm,Cercopithecus pygerythrus
C1504086,mamm,Cercopithecus sabaeus
C1510418,mamm,Canis lupus
C1510458,mamm,Goat
C1510680,mamm,ABH Mouse
C1510707,mamm,A/J Mouse
C1511362,mamm,C3H/HeJ Mouse
C1511363,mamm,C3H/HeN Mouse
C1511364,mamm,C3H/HeOuJ Mouse
C1511368,mamm,C3HeB/FeJ Mouse
C1511377,mamm,C57BL/10 Mouse
C1511382,mamm,C57BL/6N Mouse
C1511406,mamm,CBA/J Mouse
C1511645,mamm,"DA, Rat Strain"
C1511646,mamm,DBA/1 Mouse
C1511647,mamm,DBA/1J Mouse
C1511649,mamm,DBA/2 Mouse
C1511654,mamm,DDY Mouse
C1512658,mamm,Immunodeficient Mouse
C1513684,mamm,Mouse Strains
C1513846,mamm,NMRI Mouse
C1513849,mamm,NOD.CB17-Prkdc-scid/J Mouse
C1513853,mamm,NON Mouse
C1513854,mamm,NOR Mouse
C1513861,mamm,NU/NU Mouse
C1514714,mamm,Rag1 Mouse
C1514734,mamm,Rat Strains
C1516103,mamm,B6.129S7-Rag1-tm1Mom Mouse
C1516110,mamm,BALB/cByJ Mouse
C1516114,mamm,BALB/cJ Mouse
C1516116,mamm,BALB/c Nude Mouse
C1517101,mamm,FVB Mouse
C1517102,mamm,FVB/N Mouse
C1518832,mamm,PWK Mouse
C1519130,mamm,SCID Beige Mouse
C1519145,mamm,SJL/J Mouse
C1519146,mamm,SJL Mouse
C1520114,mamm,"WN, Rat Strain"
C1520150,mamm,Wild Type Mouse
C1520423,mamm,129S1/SvImJ Mouse
C1520426,mamm,129S2/SvPas Mouse
C1520440,mamm,129/Sv Mouse
C1521751,mamm,C57BL/6 Mouse
C1522424,mamm,A Mouse
C1562822,mamm,Mixed breed pig
C1564897,mamm,Anthropoidea
C1621298,mamm,Macaca fuscata
C1629643,mamm,Nomascus nasutus
C1631323,mamm,Pteropus conspicillatus
C1640874,mamm,Glires
C1641382,mamm,Rhinolophus luctus
C1650533,mamm,Triaenops persicus
C1652887,mamm,Miniopterus natalensis
C1666384,mamm,Hipposideros caffer
C1667949,mamm,Cardioderma cor
C1668676,mamm,Rhinolophus pusillus
C1670686,mamm,Euarchontoglires
C1671525,mamm,Laurasiatheria
C1675847,mamm,Cercopithecoidea
C1682950,mamm,Rhinonicteris
C1685202,mamm,Pipistrellus hesperidus
C1706791,mamm,American Staffordshire Terrier
C1707427,mamm,Cocker Spaniel
C1708926,mamm,Maltese
C1709768,mamm,Pug
C1710074,mamm,Shih Tzu
C1710172,mamm,Springer spaniel
