cui,type,name
C0001774,fngs,Agaricales
C0002343,fngs,Alternaria (fungus)
C0003965,fngs,Ascomycota (fungus)
C0004034,fngs,Aspergillus
C0004037,fngs,Aspergillus fumigatus
C0004038,fngs,Aspergillus nidulans
C0004039,fngs,Aspergillus niger
C0004042,fngs,Aspergillus oryzae
C0004810,fngs,Basidiomycota
C0005713,fngs,Blastomyces
C0006836,fngs,Candida (fungus)
C0006837,fngs,Candida albicans
C0008886,fngs,Cladosporium
C0009183,fngs,Coccidioides
C0009206,fngs,Cochliobolus
C0010415,fngs,Cryptococcus
C0010416,fngs,Cryptococcus neoformans
C0011635,fngs,Arthrodermataceae
C0014181,fngs,Saccharomycetales
C0015298,fngs,Exophiala
C0016832,fngs,Fungi
C0016871,fngs,Fusarium
C0020606,fngs,Hypocreales
C0024448,fngs,Madurella
C0024541,fngs,Malassezia
C0026033,fngs,Microsporum
C0026716,fngs,Mucor
C0026717,fngs,Mucorales
C0027371,fngs,Arthroderma
C0027922,fngs,Neurospora
C0027923,fngs,Neurospora crassa
C0028434,fngs,Encephalitozoon cuniculi
C0030407,fngs,Paracoccidioides
C0030843,fngs,Penicillium
C0030844,fngs,Penicillium chrysogenum
C0031523,fngs,Fonsecaea pedrosoi
C0031874,fngs,Pichia
C0032030,fngs,Malassezia furfur
C0032276,fngs,Pneumocystis carinii
C0035476,fngs,Rhizoctonia
C0035477,fngs,Rhizopus
C0036024,fngs,Saccharomyces
C0036025,fngs,Saccharomyces cerevisiae
C0038029,fngs,"Spores, Fungal"
C0038035,fngs,Sporothrix
C0040914,fngs,Trichoderma
C0040933,fngs,Trichophyton (fungus)
C0040934,fngs,Trichophyton mentagrophytes
C0040935,fngs,Trichophyton rubrum
C0043393,fngs,Yeasts
C0085345,fngs,Microsporidia <fungus>
C0085349,fngs,Nosema
C0178453,fngs,Schizosaccharomyces pombe
C0260106,fngs,Penicillium digitatum
C0319508,fngs,Rhizopus oryzae
C0319527,fngs,Rhizomucor
C0319528,fngs,Rhizomucor miehei
C0319558,fngs,Ajellomyces capsulatus
C0319582,fngs,Arthroderma otae
C0319615,fngs,Emericella
C0319629,fngs,Pichia kudriavzevii
C0319635,fngs,Erysiphe
C0319662,fngs,Lepiota procera
C0319700,fngs,Flammulina velutipes
C0319852,fngs,Cordyceps militaris
C0319862,fngs,Uredinales
C0319873,fngs,Blastoschizomyces pseudotrichosporon
C0319878,fngs,Candida parapsilosis
C0319880,fngs,Candida rugosa
C0319895,fngs,Rhodotorula glutinis
C0319899,fngs,Candida glabrata
C0319923,fngs,Aspergillus terreus
C0319975,fngs,Penicillium marneffei
C0319990,fngs,Trichoderma viride
C0319991,fngs,Trichophyton concentricum
C0320023,fngs,Cercospora
C0320062,fngs,Alternaria alternata
C0320069,fngs,Aureobasidium pullulans
C0320105,fngs,Madurella mycetomatis
C0320167,fngs,Fusarium graminearum
C0320181,fngs,Epicoccum (fungus)
C0320203,fngs,Colletotrichum
C0320385,fngs,Pneumocystis jiroveci
C0320962,fngs,Nosema apis
C0320973,fngs,Enterocytozoon
C0321019,fngs,Pythium insidiosum
