cui,type,name
C0034391,geoa,Queensland
C0035487,geoa,Rhode Island
C0035826,geoa,Romania
C0035970,geoa,Russia
C0035978,geoa,Rwanda
C0036057,geoa,Saint Vincent and the Grenadines
C0036152,geoa,San Francisco
C0036196,geoa,Sarawak
C0036232,geoa,Sardinia
C0036234,geoa,Saskatchewan
C0036243,geoa,Saudi Arabia
C0036453,geoa,Scotland
C0036493,geoa,Sea
C0036644,geoa,Senegal
C0036708,geoa,Serbia
C0036919,geoa,Seychelles
C0037063,geoa,Sierra Leone
C0037173,geoa,Singapore
C0037640,geoa,Somalia
C0037712,geoa,South Africa
C0037713,geoa,South America
C0037723,geoa,Southern Asia
C0037747,geoa,Spain
C0038088,geoa,Sri Lanka
C0038642,geoa,Sudan
C0038995,geoa,Sweden
C0039021,geoa,Switzerland
C0039138,geoa,Syria
C0039260,geoa,Taiwan
C0039298,geoa,Tanzania
C0039711,geoa,Texas
C0039725,geoa,Thailand
C0040182,geoa,Tibet
C0040339,geoa,Tobago
C0040371,geoa,Tokyo
C0040407,geoa,Tonga (Geographic Area)
C0041061,geoa,Trinidad and Tobago
C0041388,geoa,Tunisia
C0041413,geoa,Tuvalu
C0041573,geoa,Uganda
C0041580,geoa,Ukraine
C0041698,geoa,United Arab Emirates
C0041700,geoa,United Kingdom
C0041703,geoa,United States
C0042113,geoa,Uruguay
C0042177,geoa,Uzbekistan
C0042321,geoa,Vanuatu
C0042469,geoa,Venezuela
C0042658,geoa,Vietnam
C0042753,geoa,Virginia
C0043122,geoa,Caribbean Islands
C0043128,geoa,Western Australia
C0043193,geoa,Wisconsin
C0043287,geoa,Wyoming
C0043444,geoa,Democratic Republic of the Congo
C0043445,geoa,Zambia
C0043476,geoa,Zimbabwe
C0079170,geoa,county
C0086312,geoa,Forests
C0205654,geoa,Sahara
C0205674,geoa,Near East
C0205805,geoa,Sumatra
C0205829,geoa,Malay Peninsula
C0205999,geoa,British Virgin Islands
C0206005,geoa,Vojvodina
C0206578,geoa,Czech Republic
C0206579,geoa,Slovakia
C0242398,geoa,arab countries
C0242536,geoa,American Samoa
C0242537,geoa,Samoa
C0282279,geoa,Oceania
C0282379,geoa,Aruba
C0376188,geoa,Sulawesi
C0376215,geoa,Trinidad
C0376441,geoa,Indian Ocean
C0454662,geoa,Canary Islands
C0454664,geoa,Country
C0454686,geoa,Tenerife
C0454690,geoa,Geographical continent
C0454695,geoa,African country
C0454698,geoa,Central African country
C0454699,geoa,East African country
C0454703,geoa,West African country
C0454705,geoa,Asian country
C0454709,geoa,Indian subcontinent country
C0454713,geoa,European country
C0454721,geoa,Caribbean country
C0454723,geoa,South American country
C0524501,geoa,Kalahari
C0557849,geoa,Inner city
C0562518,geoa,Village environment
C0562731,geoa,Back yard
C0599451,geoa,Indochina
C0600182,geoa,municipality
C0682369,geoa,central europe
C0682372,geoa,Iberian Peninsula
C0682374,geoa,South Central Asia
C0682380,geoa,Mediterranean countries
C0682381,geoa,Islamic countries
C0684038,geoa,Southwest Asia
C0684039,geoa,South Vietnam
C1301808,geoa,Geographic state
C1514578,geoa,Province
C1707260,geoa,Canton
C1708237,geoa,Sector
C1709636,geoa,Prefecture
C2828208,geoa,Locality
C3245499,geoa,Colombia
C3273373,geoa,South Sudan
C3810529,geoa,"Duval County, FL"
C3811268,geoa,"Montgomery County, IN"
C3827369,geoa,Morelos
C3828240,geoa,"Santa Clara County, CA"
C3829921,geoa,Guerrero
C3850150,geoa,Seoul
C4042832,geoa,Beijing
C4046070,geoa,National Parks
