cui,type,name
C0001732,geoa,Afghanistan
C0001737,geoa,Africa
C0001738,geoa,Africa South of the Sahara
C0001741,geoa,"Africa, Eastern"
C0001745,geoa,"Africa, Northern"
C0001747,geoa,"Africa, Western"
C0001905,geoa,Alaska
C0001909,geoa,Albania
C0002037,geoa,Algeria
C0002454,geoa,Americas
C0002838,geoa,Andorra
C0003023,geoa,Angola
C0003671,geoa,Arabia
C0003787,geoa,Arizona
C0003980,geoa,Asia
C0003983,geoa,"Asia, Southeastern"
C0003984,geoa,"Asia, Western"
C0004340,geoa,Australia
C0004348,geoa,Austria
C0004486,geoa,Azerbaijan
C0004684,geoa,Bahrain
C0004732,geoa,Bangladesh
C0004950,geoa,Belgium
C0004952,geoa,Belize
C0005918,geoa,Bolivia
C0006137,geoa,Brazil
C0006193,geoa,British Columbia
C0006320,geoa,Brunei
C0006409,geoa,Burkina Faso
C0006416,geoa,Myanmar
C0006754,geoa,California
C0006797,geoa,Cambodia
C0006802,geoa,Cameroon
C0006823,geoa,Canada
C0006893,geoa,Cape Verde
C0007673,geoa,Central African Republic
C0007928,geoa,Chad
C0008044,geoa,Chicago
C0008107,geoa,Chile
C0008115,geoa,China
C0008848,geoa,Cities
C0009462,geoa,Community
C0009738,geoa,Congo
C0010182,geoa,Costa Rica
C0010343,geoa,Croatia
C0010435,geoa,Cuba
C0010622,geoa,Cyprus
C0011318,geoa,Denmark
C0012836,geoa,Djibouti
C0013593,geoa,Ecuador
C0013715,geoa,Egypt
C0014282,geoa,England
C0014651,geoa,Equatorial Guinea
C0014716,geoa,Eritrea
C0014908,geoa,Estonia
C0015024,geoa,Ethiopia
C0015176,geoa,Europe
C0015177,geoa,"Europe, Eastern"
C0015631,geoa,Far East
C0016080,geoa,Fiji
C0016132,geoa,Finland
C0016253,geoa,Florida
C0016674,geoa,France
C0016703,geoa,French Guiana
C0016704,geoa,French Polynesia
C0016910,geoa,Gabon
C0016993,geoa,Gambia
C0017446,geoa,Geographic Locations
C0017454,geoa,"Georgia, Western Asia"
C0017480,geoa,Germany
C0017516,geoa,Ghana
C0017550,geoa,Kiribati
C0018223,geoa,Great Britain
C0018226,geoa,Greece
C0018309,geoa,Guam
C0018367,geoa,Guatemala
C0018510,geoa,Haiti
C0018619,geoa,Hawaii
C0019907,geoa,Hong Kong
C0020174,geoa,Hungary
C0020750,geoa,Iceland
C0021201,geoa,India
C0021204,geoa,Indian Ocean Islands
C0021206,geoa,Indiana
C0021247,geoa,Indonesia
C0022037,geoa,Iowa
C0022065,geoa,Iran
C0022066,geoa,Iraq
C0022067,geoa,Ireland
C0022130,geoa,Islands
C0022271,geoa,Israel
C0022277,geoa,Italy
C0022326,geoa,Ivory Coast
C0022337,geoa,Jamaica
C0022341,geoa,Japan
C0022418,geoa,Jordan
C0022537,geoa,Kazakhstan
C0022558,geoa,Kenya
C0022718,geoa,Kyrgyzstan
C0022771,geoa,Korea
C0022772,geoa,North Korea
C0022773,geoa,South Korea
C0022804,geoa,Kuwait
C0023034,geoa,Laos
C0023122,geoa,Latin America
C0023128,geoa,Latvia
C0023190,geoa,Lebanon
C0023617,geoa,Liberia
C0023634,geoa,Libya
C0023879,geoa,Lithuania
C0023973,geoa,London
C0024403,geoa,Macao
C0024443,geoa,Madagascar
C0024548,geoa,Malawi
C0024552,geoa,Malaysia
C0024581,geoa,Mali
C0024851,geoa,Marshall Islands
C0024853,geoa,Martinique
C0024944,geoa,Mauritius
C0024974,geoa,Mayotte
C0025136,geoa,Mediterranean Islands
C0025885,geoa,Mexico
C0026001,geoa,Micronesia
C0026068,geoa,Middle East
C0026222,geoa,Missouri
C0026374,geoa,Moldova
C0026410,geoa,Mongolia
C0026510,geoa,Montenegro
C0026544,geoa,Morocco
C0026580,geoa,Moscow
C0026655,geoa,Mozambique
C0027569,geoa,Neighborhood
C0027689,geoa,Nepal
C0027778,geoa,Netherlands
C0027977,geoa,New York City
C0027978,geoa,New Zealand
C0028075,geoa,Nigeria
C0028405,geoa,North America
C0028407,geoa,North Carolina
C0028413,geoa,Northern Europe
C0028415,geoa,Northern Ireland
C0028423,geoa,Norway
C0028814,geoa,Oceans
C0028905,geoa,Ohio
C0028971,geoa,Oman
C0029040,geoa,Ontario
C0030168,geoa,Pacific Islands
C0030170,geoa,Pacific Northwest
C0030211,geoa,Pakistan
C0030375,geoa,Papua New Guinea
C0030428,geoa,Paraguay
C0030561,geoa,"Paris, France"
C0030853,geoa,Pennsylvania
C0031238,geoa,Peru
C0031525,geoa,Philadelphia
C0031529,geoa,Philippines
C0032729,geoa,Portugal
C0034044,geoa,Puerto Rico
C0034366,geoa,Qatar
C0034390,geoa,Quebec
