cui,type,name
C0003025,fish,Freshwater eels
C0006943,fish,Carassius carassius
C0007284,fish,"Carp, fish"
C0007418,fish,Siluriformes
C0008769,fish,Cichlids
C0010596,fish,Agnatha
C0010613,fish,Cyprinidae
C0013671,fish,Eels
C0014878,fish,Esocidae
C0016259,fish,Flounder
C0018038,fish,Goldfish
C0022990,fish,Lampreys
C0029023,fish,Oncorhynchus
C0032067,fish,Plaice
C0036108,fish,Oncorhynchus mykiss
C0036110,fish,Salmon
C0036129,fish,Salmonidae
C0036143,fish,Salvelinus
C0036941,fish,Shark - fish
C0037246,fish,Skates (Fish)
C0038327,fish,Sticklebacks
C0040478,fish,Torpedo
C0041200,fish,Salmo trutta
C0043457,fish,Zebrafish
C0079105,fish,"Catfishes, Channel"
C0086628,fish,Minnows
C0086894,fish,Rajiformes
C0162640,fish,Tilapia mossambica
C0162641,fish,Oreochromis niloticus
C0162642,fish,Tilapia
C0205942,fish,"Salmon, Sockeye"
C0205943,fish,Oncorhynchus tshawytscha (fish)
C0206147,fish,Oncorhynchus kisutch
C0327605,fish,Petromyzon marinus
C0327606,fish,fish <Chondrichthyes>
C0327751,fish,Family Acipensiridae
C0327752,fish,Acipenser
C0327781,fish,Anguilla anguilla
C0327949,fish,Salmo salar
C0327951,fish,Salvelinus alpinus
C0327953,fish,Salvelinus fontinalis
C0327955,fish,Salvelinus namaycush
C0327963,fish,Hypomesus transpacificus
C0327986,fish,Exox lucius
C0328037,fish,Grass Carp (fish)
C0328038,fish,Cyprinus carpio
C0328104,fish,Leuciscus idus
C0328229,fish,Pimephales promelas
C0328433,fish,Gadus morhua
C0328444,fish,Theragra chalcogramma
C0328673,fish,Gasterosteus aculeatus
C0329040,fish,Trachinotus falcatus
C0329120,fish,Sea Bream
C0329155,fish,Leiostomus xanthurus
C0330074,fish,Takifugu
C0598834,fish,Oryzias latipes
C0599050,fish,teleost
C0936076,fish,Pufferfish
C0936081,fish,Percidae
C0949582,fish,Genus Hippocampus
C0949586,fish,Takifugu rubripes
C0998863,fish,Osmeridae
C0998932,fish,Lates calcarifer
C0998972,fish,Paralichthys olivaceus
C0998975,fish,Platichthys flesus
C1003377,fish,Lethrinidae
C1004196,fish,Neolamprologus brichardi
C1028265,fish,teleost fish
C1045919,fish,Tetraodon nigroviridis
C1056206,fish,Teleostomi
C1056207,fish,Euteleostomi
C1077226,fish,Parma
C1081145,fish,Sarcopterygii
C1190963,fish,Gobiocypris rarus
C1214710,fish,Tachysurus fulvidraco
C1217267,fish,Valencia
C1304603,fish,Perca fluviatilis
C1646829,fish,Phago
C1667715,fish,Pangasianodon hypophthalmus
C1668248,fish,Iso
C3095064,fish,salmonid fish
C3435365,fish,Foa
