cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C2717802,C0027627,PART_OF,Viral Structures,Neoplasm Metastasis,anst,neop,2,PART_OF_ANSTprtfNEOP
C2717802,C0205770,PART_OF,Viral Structures,Choroid Plexus Papilloma,anst,neop,1,PART_OF_ANSTprtfNEOP
