cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0006556,C0872147,COMPARED_WITH,"DNA, Complementary",DNA Library,irda,gngm,1,COMPARED_WITH_IRDAcpwtGNGM
C0006556,C1334043,COMPARED_WITH,"DNA, Complementary",Homologous Gene,irda,gngm,1,COMPARED_WITH_IRDAcpwtGNGM
