cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0004749,C0597694,AFFECTS,Barium,Xenopus oocyte,elii,cell,1,AFFECTS_ELIIafctCELL
C0030054,C0039194,AFFECTS,Oxygen,T-Lymphocyte,elii,cell,2,AFFECTS_ELIIafctCELL
C0347988,C0018894,AFFECTS,"Metals, Heavy",Helper-Inducer T-Lymphocyte,elii,cell,1,AFFECTS_ELIIafctCELL
C2346661,C1512977,AFFECTS,Pb2+,Mammalian Cell,elii,cell,1,AFFECTS_ELIIafctCELL
