cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0023688,C0013081,AUGMENTS,Ligands,Down-Regulation,chem,celf,1,AUGMENTS_CHEMaugmCELF
C0023688,C0086982,AUGMENTS,Ligands,Signal Transduction Pathways,chem,celf,2,AUGMENTS_CHEMaugmCELF
