cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0162326,C0150312,AUGMENTS,DNA Sequence,Present,nusq,qnco,1,AUGMENTS_NUSQaugmQNCO
C1512886,C0150312,AUGMENTS,Internal Ribosome Entry Sites,Present,nusq,qnco,1,AUGMENTS_NUSQaugmQNCO
