cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0220781,C0042210,PRODUCES,Anabolism,Vaccines,biof,imft,1,PRODUCES_BIOFprodIMFT
C3714634,C0003316,PRODUCES,Biological Processes,Epitopes,biof,imft,1,PRODUCES_BIOFprodIMFT
C3853734,C0042210,PRODUCES,viral process,Vaccines,biof,imft,1,PRODUCES_BIOFprodIMFT
