cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0016786,C0001511,PREDISPOSES,Fucose,Tissue Adhesions,bacs,acab,1,PREDISPOSES_BACSpredACAB
C0024742,C0001511,PREDISPOSES,Mannose,Tissue Adhesions,bacs,acab,1,PREDISPOSES_BACSpredACAB
