cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0036341,C0206558,NEG_AFFECTS,Schizophrenia,Simplexvirus,mobd,virs,1,NEG_AFFECTS_MOBDnafctVIRS
C0858952,C0014665,NEG_AFFECTS,silence,"Herpesvirus 1, Equid",mobd,virs,1,NEG_AFFECTS_MOBDnafctVIRS
C0858952,C0042776,NEG_AFFECTS,silence,Virus,mobd,virs,1,NEG_AFFECTS_MOBDnafctVIRS
