cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0016790,C0005804,NEG_PRODUCES,Fucosyltransferase,Blood Group Antigens,aapp,imft,1,NEG_PRODUCES_AAPPnprodIMFT
C0475463,C0042210,NEG_PRODUCES,"Antibodies, Neutralizing",Vaccines,aapp,imft,1,NEG_PRODUCES_AAPPnprodIMFT
C1335057,C2986386,NEG_PRODUCES,"PTPN22 protein, human",Virus-neutralizing Antibody,aapp,imft,1,NEG_PRODUCES_AAPPnprodIMFT
