cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C1513384,C0086818,NEG_METHOD_OF,Molecular Genetic Technique,Platelet Transfusion,mbrt,topp,1,NEG_METHOD_OF_MBRTnmthfTOPP
C1514628,C1511790,NEG_METHOD_OF,Quantitative Reverse Transcriptase PCR,Detection,mbrt,topp,1,NEG_METHOD_OF_MBRTnmthfTOPP
C1709846,C1511790,NEG_METHOD_OF,Real-Time Polymerase Chain Reaction,Detection,mbrt,topp,1,NEG_METHOD_OF_MBRTnmthfTOPP
