cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0004611,C0014372,PRODUCES,Bacteria,Enterotoxins,bact,hops,1,PRODUCES_BACTprodHOPS
C0580797,C0014372,PRODUCES,Enterotoxigenic Escherichia coli,Enterotoxins,bact,hops,3,PRODUCES_BACTprodHOPS
