cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0443354,C0370003,ISA,Analyte,Specimen,chvf,sbst,4,ISA_CHVFisaSBST
C0682897,C0439861,ISA,flavor enhancers,Substance,chvf,sbst,1,ISA_CHVFisaSBST
