cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C1516365,C0032081,USES,Cellular Assay,Plant Extracts,resa,bacs,1,USES_RESAusesBACS
C2603343,C0032136,USES,Study,Plasmids,resa,bacs,1,USES_RESAusesBACS
