cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0007587,C2986594,NEG_AFFECTS,Cell Death,Mouse Model,celf,emod,1,NEG_AFFECTS_CELFnafctEMOD
C0162638,C2986594,NEG_AFFECTS,Apoptosis,Mouse Model,celf,emod,1,NEG_AFFECTS_CELFnafctEMOD
