cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0150312,C0016627,NEG_PREDISPOSES,Present,Influenza in Birds,qnco,dsyn,1,NEG_PREDISPOSES_QNCOnpredDSYN
C0150312,C0035204,NEG_PREDISPOSES,Present,Respiration Disorders,qnco,dsyn,1,NEG_PREDISPOSES_QNCOnpredDSYN
C0150312,C0947961,NEG_PREDISPOSES,Present,Atopic condition,qnco,dsyn,1,NEG_PREDISPOSES_QNCOnpredDSYN
