cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0333056,C3156642,MANIFESTATION_OF,protrusion,clathrin-dependent endocytosis,anab,celf,1,MANIFESTATION_OF_ANABmanfCELF
